sgRNA	Gene	BM	CNS
BruLib60746	ZFP92	0	0
BruLib60749	ACTRT1	0	0
BruLib60756	GPR119	0	0
BruLib60764	RBMXL3	0	0
BruLib60768	DOCK11	0	0
BruLib60769	SPIN4	0	0
BruLib60772	SPIN4	0	0
BruLib60773	RPS4Y2	0	0
BruLib60781	TCP10L	0	0
BruLib60782	TCP10L	0	0
BruLib60783	TCP10L	0	0
BruLib60785	RNF113B	0	0
BruLib60792	MUC17	0	0
BruLib60794	ASB11	0	0
BruLib60801	ASB6	0	0
BruLib60802	ASB6	0	0
BruLib60805	ASB7	0	0
BruLib60810	ASB8	0	0
BruLib60815	ASB9	0	0
BruLib60816	ASB9	0	0
BruLib60817	MYL6B	0	0
BruLib60819	MYL6B	0	0
BruLib60820	MYL6B	0	0
BruLib60832	RNF32	0	0
BruLib60834	APOBEC3D	0	0
BruLib60835	APOBEC3D	0	0
BruLib60843	CHODL	0	0
BruLib60845	TCEAL2	0	0
BruLib60848	TCEAL2	0	0
BruLib60849	SELM	0	0
BruLib60852	SELM	0	0
BruLib60855	NEK7	0	0
BruLib60857	ZFP28	0	0
BruLib60863	ACTRT2	0	0
BruLib60867	GATA5	0	0
BruLib60870	SLC32A1	0	0
BruLib60874	C20orf96	0	0
BruLib60879	BPIFA2	0	0
BruLib60884	ZBTB46	0	0
BruLib60886	WFDC3	0	0
BruLib60887	WFDC3	0	0
BruLib60888	WFDC3	0	0
BruLib60901	CTCFL	0	0
BruLib60903	CTCFL	0	0
BruLib60908	TRIM69	0	0
BruLib60916	SAMD10	0	0
BruLib60917	ABHD16B	0	0
BruLib60918	ABHD16B	0	0
BruLib60920	ABHD16B	0	0
BruLib60921	CCM2L	0	0
BruLib60922	CCM2L	0	0
BruLib60923	CCM2L	0	0
BruLib60925	BRI3BP	0	0
BruLib60926	BRI3BP	0	0
BruLib60932	SOGA1	0	0
BruLib60939	RIMS4	0	0
BruLib60940	RIMS4	0	0
BruLib60946	SUN5	0	0
BruLib60954	DYNLL2	0	0
BruLib60963	UBE2F	0	0
BruLib60964	UBE2F	0	0
BruLib60965	ADAMTS14	0	0
BruLib60971	NRSN1	0	0
BruLib60973	SMCR8	0	0
BruLib60977	RPL10L	0	0
BruLib60979	RPL10L	0	0
BruLib60980	RPL10L	0	0
BruLib60989	SRXN1	0	0
BruLib60991	SRXN1	0	0
BruLib60993	ROMO1	0	0
BruLib60994	ROMO1	0	0
BruLib60995	ROMO1	0	0
BruLib60996	ROMO1	0	0
BruLib60997	NEURL2	0	0
BruLib60999	NEURL2	0	0
BruLib61001	ZSWIM3	0	0
BruLib61003	ZSWIM3	0	0
BruLib61004	ZSWIM3	0	0
BruLib61005	WFDC10A	0	0
BruLib61009	C20orf62	0	0
BruLib61010	C20orf62	0	0
BruLib61020	NANP	0	0
BruLib61021	DEFB127	0	0
BruLib61022	DEFB127	0	0
BruLib61026	SCP2D1	0	0
BruLib61027	SCP2D1	0	0
BruLib61031	ISM1	0	0
BruLib61033	WFDC6	0	0
BruLib61034	WFDC6	0	0
BruLib61036	WFDC6	0	0
BruLib61045	CST11	0	0
BruLib61048	CST11	0	0
BruLib61049	DEFB129	0	0
BruLib61059	SIRPA	0	0
BruLib61060	SIRPA	0	0
BruLib61061	PABPC5	0	0
BruLib61062	PABPC5	0	0
BruLib61066	SREK1	0	0
BruLib61071	RBBP8NL	0	0
BruLib61079	STK35	0	0
BruLib61081	R3HDML	0	0
BruLib61083	R3HDML	0	0
BruLib61088	DCANP1	0	0
BruLib61090	MIB2	0	0
BruLib61091	MIB2	0	0
BruLib61093	DUSP19	0	0
BruLib61095	DUSP19	0	0
BruLib61096	DUSP19	0	0
BruLib61098	SLC34A3	0	0
BruLib61101	ITLN2	0	0
BruLib61104	ITLN2	0	0
BruLib61105	RAB40A	0	0
BruLib61106	RAB40A	0	0
BruLib61110	ASB15	0	0
BruLib61121	ACSM6	0	0
BruLib61124	ACSM6	0	0
BruLib61126	SAMD8	0	0
BruLib61130	LIPJ	0	0
BruLib61142	FRMPD2	0	0
BruLib61145	VTI1A	0	0
BruLib61147	VTI1A	0	0
BruLib61154	EIF5AL1	0	0
BruLib61157	HECTD2	0	0
BruLib61161	FGFBP3	0	0
BruLib61164	FGFBP3	0	0
BruLib61173	SYT9	0	0
BruLib61177	LDLRAD3	0	0
BruLib61178	LDLRAD3	0	0
BruLib61179	LDLRAD3	0	0
BruLib61195	OR52I2	0	0
BruLib61196	OR52I2	0	0
BruLib61198	OR51E1	0	0
BruLib61207	UBQLNL	0	0
BruLib61209	MUC15	0	0
BruLib61212	MUC15	0	0
BruLib61216	C11orf94	0	0
BruLib61217	FAM76B	0	0
BruLib61224	SESN3	0	0
BruLib61226	PIWIL4	0	0
BruLib61227	PIWIL4	0	0
BruLib61228	PIWIL4	0	0
BruLib61229	ARHGAP42	0	0
BruLib61234	KBTBD3	0	0
BruLib61239	CWF19L2	0	0
BruLib61240	CWF19L2	0	0
BruLib61244	KDELC2	0	0
BruLib61246	LAYN	0	0
BruLib61247	LAYN	0	0
BruLib61249	TTC36	0	0
BruLib61250	TTC36	0	0
BruLib61251	TTC36	0	0
BruLib61252	TTC36	0	0
BruLib61256	C11orf84	0	0
BruLib61258	PLEKHA7	0	0
BruLib61260	PLEKHA7	0	0
BruLib61264	SPTY2D1	0	0
BruLib61267	TMEM86A	0	0
BruLib61268	TMEM86A	0	0
BruLib61269	OR10A5	0	0
BruLib61270	OR10A5	0	0
BruLib61275	OR2AG1	0	0
BruLib61276	OR2AG1	0	0
BruLib61278	DNHD1	0	0
BruLib61280	DNHD1	0	0
BruLib61281	PRICKLE1	0	0
BruLib61282	PRICKLE1	0	0
BruLib61283	PRICKLE1	0	0
BruLib61284	PRICKLE1	0	0
BruLib61289	SLC2A14	0	0
BruLib61291	SLC2A14	0	0
BruLib61292	SLC2A14	0	0
BruLib61293	BCDIN3D	0	0
BruLib61294	BCDIN3D	0	0
BruLib61296	BCDIN3D	0	0
BruLib61297	ALG10B	0	0
BruLib61298	ALG10B	0	0
BruLib61303	GLIPR1L2	0	0
BruLib61305	FAM101A	0	0
BruLib61306	FAM101A	0	0
BruLib61307	FAM101A	0	0
BruLib61309	ZNF664	0	0
BruLib61316	LYRM5	0	0
BruLib61319	CPNE8	0	0
BruLib61321	TMEM120B	0	0
BruLib61322	TMEM120B	0	0
BruLib61323	TMEM120B	0	0
BruLib61325	WDR66	0	0
BruLib61328	WDR66	0	0
BruLib61333	TSPAN19	0	0
BruLib61340	BEST3	0	0
BruLib61344	E2F7	0	0
BruLib61348	KRT80	0	0
BruLib61349	A2ML1	0	0
BruLib61351	A2ML1	0	0
BruLib61352	A2ML1	0	0
BruLib61356	C12orf66	0	0
BruLib61357	C12orf60	0	0
BruLib61358	C12orf60	0	0
BruLib61359	C12orf60	0	0
BruLib61363	FBXL14	0	0
BruLib61364	FBXL14	0	0
BruLib61365	RAD9B	0	0
BruLib61368	RAD9B	0	0
BruLib61373	FAM216B	0	0
BruLib61374	FAM216B	0	0
BruLib61377	LACC1	0	0
BruLib61378	LACC1	0	0
BruLib61379	LACC1	0	0
BruLib61380	LACC1	0	0
BruLib61389	RDH12	0	0
BruLib61393	GSC	0	0
BruLib61397	SERPINA12	0	0
BruLib61399	SERPINA12	0	0
BruLib61403	PRIMA1	0	0
BruLib61404	PRIMA1	0	0
BruLib61407	MIPOL1	0	0
BruLib61409	PPP1R36	0	0
BruLib61411	PPP1R36	0	0
BruLib61412	PPP1R36	0	0
BruLib61413	SLC38A6	0	0
BruLib61414	SLC38A6	0	0
BruLib61415	SLC38A6	0	0
BruLib61417	C14orf37	0	0
BruLib61421	ABHD12B	0	0
BruLib61422	ABHD12B	0	0
BruLib61423	ABHD12B	0	0
BruLib61425	PTGR2	0	0
BruLib61427	PTGR2	0	0
BruLib61428	PTGR2	0	0
BruLib61430	FAM161B	0	0
BruLib61431	FAM161B	0	0
BruLib61433	LRRC74A	0	0
BruLib61435	LRRC74A	0	0
BruLib61440	ISM2	0	0
BruLib61443	CEP128	0	0
BruLib61451	TTC7B	0	0
BruLib61453	LRFN5	0	0
BruLib61456	LRFN5	0	0
BruLib61461	C2CD4A	0	0
BruLib61465	LYSMD4	0	0
BruLib61466	LYSMD4	0	0
BruLib61467	LYSMD4	0	0
BruLib61468	LYSMD4	0	0
BruLib61471	FAM81A	0	0
BruLib61472	FAM81A	0	0
BruLib61475	GCOM1	0	0
BruLib61476	GCOM1	0	0
BruLib61477	C15orf65	0	0
BruLib61478	C15orf65	0	0
BruLib61480	C15orf65	0	0
BruLib61484	PGPEP1L	0	0
BruLib61488	C15orf61	0	0
BruLib61493	HAPLN3	0	0
BruLib61495	HAPLN3	0	0
BruLib61498	MESP2	0	0
BruLib61507	SPATA8	0	0
BruLib61509	NRG4	0	0
BruLib61511	NRG4	0	0
BruLib61512	NRG4	0	0
BruLib61519	TTBK2	0	0
BruLib61520	TTBK2	0	0
BruLib61522	CDAN1	0	0
BruLib61523	CDAN1	0	0
BruLib61530	VWA3A	0	0
BruLib61531	VWA3A	0	0
BruLib61533	OTOA	0	0
BruLib61534	OTOA	0	0
BruLib61535	OTOA	0	0
BruLib61538	RLTPR	0	0
BruLib61541	KCTD19	0	0
BruLib61547	CMTM4	0	0
BruLib61549	CMTM2	0	0
BruLib61550	CMTM2	0	0
BruLib61551	CMTM2	0	0
BruLib61555	BEAN1	0	0
BruLib61556	BEAN1	0	0
BruLib61557	TEKT5	0	0
BruLib61561	RNF151	0	0
BruLib61563	RNF151	0	0
BruLib61564	RNF151	0	0
BruLib61565	PRR35	0	0
BruLib61567	PRR35	0	0
BruLib61570	FBXL16	0	0
BruLib61576	C16orf92	0	0
BruLib61577	GSG1L	0	0
BruLib61582	SLC22A31	0	0
BruLib61585	IL34	0	0
BruLib61588	IL34	0	0
BruLib61591	ZNF597	0	0
BruLib61592	ZNF597	0	0
BruLib61596	CCDC64B	0	0
BruLib61598	TMED6	0	0
BruLib61604	ZNF785	0	0
BruLib61608	ZNF688	0	0
BruLib61610	PRSS36	0	0
BruLib61611	PRSS36	0	0
BruLib61614	C16orf89	0	0
BruLib61623	MGAT5B	0	0
BruLib61624	MGAT5B	0	0
BruLib61631	ENTHD2	0	0
BruLib61633	B3GNTL1	0	0
BruLib61634	B3GNTL1	0	0
BruLib61643	CD300LF	0	0
BruLib61645	C17orf77	0	0
BruLib61649	DNAH2	0	0
BruLib61654	RTN4RL1	0	0
BruLib61656	RTN4RL1	0	0
BruLib61661	SLC47A2	0	0
BruLib61671	CFAP52	0	0
BruLib61673	CCDC42	0	0
BruLib61674	CCDC42	0	0
BruLib61676	CCDC42	0	0
BruLib61678	PIK3R6	0	0
BruLib61681	ODF4	0	0
BruLib61685	C17orf50	0	0
BruLib61686	C17orf50	0	0
BruLib61687	C17orf50	0	0
BruLib61688	C17orf50	0	0
BruLib61689	SLFN13	0	0
BruLib61694	SLC35G3	0	0
BruLib61698	UNC45B	0	0
BruLib61699	UNC45B	0	0
BruLib61701	CD300LG	0	0
BruLib61702	CD300LG	0	0
BruLib61707	KIF18B	0	0
BruLib61708	KIF18B	0	0
BruLib61709	RUNDC1	0	0
BruLib61710	RUNDC1	0	0
BruLib61711	RUNDC1	0	0
BruLib61715	EME1	0	0
BruLib61718	TMEM199	0	0
BruLib61719	TMEM199	0	0
BruLib61720	TMEM199	0	0
BruLib61725	DHRS13	0	0
BruLib61726	DHRS13	0	0
BruLib61732	KCTD11	0	0
BruLib61733	NOTUM	0	0
BruLib61737	TMC8	0	0
BruLib61738	TMC8	0	0
BruLib61739	TMC8	0	0
BruLib61744	TRIM16L	0	0
BruLib61747	WIPF2	0	0
BruLib61748	WIPF2	0	0
BruLib61752	KRT25	0	0
BruLib61753	TMEM99	0	0
BruLib61754	TMEM99	0	0
BruLib61755	TMEM99	0	0
BruLib61756	TMEM99	0	0
BruLib61757	SCGB1C1	0	0
BruLib61758	SCGB1C1	0	0
BruLib61760	SCGB1C1	0	0
BruLib61763	STARD6	0	0
BruLib61764	STARD6	0	0
BruLib61767	C18orf25	0	0
BruLib61768	C18orf25	0	0
BruLib61769	CCBE1	0	0
BruLib61776	CBLN2	0	0
BruLib61783	DSG4	0	0
BruLib61786	APCDD1	0	0
BruLib61789	VSIG10L	0	0
BruLib61793	C19orf84	0	0
BruLib61794	C19orf84	0	0
BruLib61796	C19orf84	0	0
BruLib61798	ZNF480	0	0
BruLib61801	ZNF534	0	0
BruLib61803	ZNF534	0	0
BruLib61806	ZNF578	0	0
BruLib61810	ERVV-1	0	0
BruLib61813	SMIM17	0	0
BruLib61814	SMIM17	0	0
BruLib61818	C19orf18	0	0
BruLib61819	C19orf18	0	0
BruLib61822	ZNF418	0	0
BruLib61824	ZNF418	0	0
BruLib61825	ZNF417	0	0
BruLib61829	ZNF548	0	0
BruLib61831	ZNF548	0	0
BruLib61834	PPM1N	0	0
BruLib61837	KLC3	0	0
BruLib61839	KLC3	0	0
BruLib61843	IGSF23	0	0
BruLib61847	LYPD4	0	0
BruLib61852	ZNF560	0	0
BruLib61855	TMEM190	0	0
BruLib61856	TMEM190	0	0
BruLib61857	HIPK4	0	0
BruLib61858	HIPK4	0	0
BruLib61859	HIPK4	0	0
BruLib61863	TMC4	0	0
BruLib61864	TMC4	0	0
BruLib61868	ZNF524	0	0
BruLib61869	ZNF784	0	0
BruLib61871	ZNF784	0	0
BruLib61874	ZNF563	0	0
BruLib61875	ZNF563	0	0
BruLib61878	SPC24	0	0
BruLib61879	SPC24	0	0
BruLib61882	CCDC155	0	0
BruLib61891	SIX5	0	0
BruLib61895	IGFL2	0	0
BruLib61899	ZNF420	0	0
BruLib61901	ZNF565	0	0
BruLib61902	ZNF565	0	0
BruLib61903	ZNF565	0	0
BruLib61905	NLRP4	0	0
BruLib61907	NLRP4	0	0
BruLib61910	ZNF582	0	0
BruLib61911	ZNF582	0	0
BruLib61916	ZNF583	0	0
BruLib61918	FAM98C	0	0
BruLib61920	FAM98C	0	0
BruLib61927	DPY19L3	0	0
BruLib61929	LGALS16	0	0
BruLib61930	LGALS16	0	0
BruLib61931	LGALS16	0	0
BruLib61932	LGALS16	0	0
BruLib61934	TTC9B	0	0
BruLib61941	ZNRF4	0	0
BruLib61949	FAM187B	0	0
BruLib61950	FAM187B	0	0
BruLib61951	FAM187B	0	0
BruLib61952	FAM187B	0	0
BruLib61953	CILP2	0	0
BruLib61954	CILP2	0	0
BruLib61958	PROSER3	0	0
BruLib61966	CDC42EP5	0	0
BruLib61974	ZNF714	0	0
BruLib61975	ZNF714	0	0
BruLib61979	ZNF681	0	0
BruLib61982	C19orf25	0	0
BruLib61984	C19orf25	0	0
BruLib61986	ATP8B3	0	0
BruLib61987	ATP8B3	0	0
BruLib61990	DIRAS1	0	0
BruLib61992	DIRAS1	0	0
BruLib61993	ZNF555	0	0
BruLib61994	ZNF555	0	0
BruLib62000	ZNF569	0	0
BruLib62003	ZNF570	0	0
BruLib62005	SYT6	0	0
BruLib62006	SYT6	0	0
BruLib62011	CREB3L4	0	0
BruLib62012	CREB3L4	0	0
BruLib62017	BROX	0	0
BruLib62019	BROX	0	0
BruLib62022	SAMD11	0	0
BruLib62026	SAMD13	0	0
BruLib62032	C1orf52	0	0
BruLib62033	PHF13	0	0
BruLib62034	PHF13	0	0
BruLib62037	CIART	0	0
BruLib62039	CIART	0	0
BruLib62041	TMEM56	0	0
BruLib62044	TMEM56	0	0
BruLib62046	NBPF4	0	0
BruLib62050	UBE2U	0	0
BruLib62053	SLC35F3	0	0
BruLib62058	HFE2	0	0
BruLib62062	ANKRD35	0	0
BruLib62063	ANKRD35	0	0
BruLib62068	FAM163A	0	0
BruLib62071	B3GALNT2	0	0
BruLib62072	B3GALNT2	0	0
BruLib62074	MFSD4	0	0
BruLib62075	MFSD4	0	0
BruLib62077	PM20D1	0	0
BruLib62081	GCSAML	0	0
BruLib62082	GCSAML	0	0
BruLib62083	GCSAML	0	0
BruLib62089	CCDC27	0	0
BruLib62090	CCDC27	0	0
BruLib62092	CCDC27	0	0
BruLib62093	KNCN	0	0
BruLib62095	KNCN	0	0
BruLib62096	KNCN	0	0
BruLib62100	MOB3C	0	0
BruLib62101	GLIS1	0	0
BruLib62110	LELP1	0	0
BruLib62114	RC3H1	0	0
BruLib62117	DCDC2B	0	0
BruLib62120	DCDC2B	0	0
BruLib62125	DCST1	0	0
BruLib62126	DCST1	0	0
BruLib62130	CNIH3	0	0
BruLib62133	MANEAL	0	0
BruLib62137	IL23R	0	0
BruLib62139	IL23R	0	0
BruLib62141	METTL11B	0	0
BruLib62143	METTL11B	0	0
BruLib62146	FAM78B	0	0
BruLib62154	EXOC8	0	0
BruLib62156	EXOC8	0	0
BruLib62157	LOC149373	0	0
BruLib62158	LOC149373	0	0
BruLib62159	LOC149373	0	0
BruLib62164	PDIK1L	0	0
BruLib62166	BNIPL	0	0
BruLib62175	CFAP57	0	0
BruLib62180	C1orf210	0	0
BruLib62181	CCDC24	0	0
BruLib62187	BTBD19	0	0
BruLib62188	BTBD19	0	0
BruLib62189	CCDC17	0	0
BruLib62192	CCDC17	0	0
BruLib62194	LRRC71	0	0
BruLib62196	LRRC71	0	0
BruLib62200	C1orf64	0	0
BruLib62202	RNF187	0	0
BruLib62206	PYHIN1	0	0
BruLib62207	PYHIN1	0	0
BruLib62210	SPATA45	0	0
BruLib62213	FAM71A	0	0
BruLib62214	FAM71A	0	0
BruLib62219	ADIG	0	0
BruLib62222	GTSF1L	0	0
BruLib62224	GTSF1L	0	0
BruLib62227	WFDC5	0	0
BruLib62228	WFDC5	0	0
BruLib62231	C20orf196	0	0
BruLib62232	C20orf196	0	0
BruLib62234	COMMD7	0	0
BruLib62235	COMMD7	0	0
BruLib62240	BPIFB4	0	0
BruLib62246	LIPI	0	0
BruLib62247	LIPI	0	0
BruLib62249	LCA5L	0	0
BruLib62256	IGSF5	0	0
BruLib62259	SIK1	0	0
BruLib62260	SIK1	0	0
BruLib62261	SLC9B1	0	0
BruLib62264	SLC9B1	0	0
BruLib62267	CCT8L2	0	0
BruLib62268	CCT8L2	0	0
BruLib62271	XKR3	0	0
BruLib62272	XKR3	0	0
BruLib62277	RIMBP3C	0	0
BruLib62279	RIMBP3C	0	0
BruLib62280	RIMBP3C	0	0
BruLib62289	HSCB	0	0
BruLib62291	HSCB	0	0
BruLib62292	HSCB	0	0
BruLib62293	CCDC117	0	0
BruLib62296	CCDC117	0	0
BruLib62298	HORMAD2	0	0
BruLib62299	HORMAD2	0	0
BruLib62301	DUSP18	0	0
BruLib62311	ENTHD1	0	0
BruLib62319	CHADL	0	0
BruLib62320	CHADL	0	0
BruLib62324	MEI1	0	0
BruLib62327	FAM109B	0	0
BruLib62331	NFAM1	0	0
BruLib62333	PNPLA5	0	0
BruLib62348	CKAP2L	0	0
BruLib62349	CBWD2	0	0
BruLib62350	CBWD2	0	0
BruLib62351	CBWD2	0	0
BruLib62355	TEKT4	0	0
BruLib62356	TEKT4	0	0
BruLib62361	C2orf15	0	0
BruLib62364	C2orf15	0	0
BruLib62368	OTOS	0	0
BruLib62370	MYEOV2	0	0
BruLib62371	MYEOV2	0	0
BruLib62372	MYEOV2	0	0
BruLib62374	OR6B3	0	0
BruLib62382	PROM2	0	0
BruLib62389	FBXO41	0	0
BruLib62391	FBXO41	0	0
BruLib62395	TTC30B	0	0
BruLib62398	GPAT2	0	0
BruLib62403	ITPRIPL1	0	0
BruLib62405	WTH3DI	0	0
BruLib62407	WTH3DI	0	0
BruLib62408	WTH3DI	0	0
BruLib62412	FAM117B	0	0
BruLib62423	PUS10	0	0
BruLib62425	Sep-10	0	0
BruLib62432	KANSL1L	0	0
BruLib62434	PLB1	0	0
BruLib62436	PLB1	0	0
BruLib62437	ZSWIM2	0	0
BruLib62438	ZSWIM2	0	0
BruLib62439	ZSWIM2	0	0
BruLib62443	ZNF385B	0	0
BruLib62449	ARL6IP6	0	0
BruLib62451	ARL6IP6	0	0
BruLib62452	ARL6IP6	0	0
BruLib62453	METTL21A	0	0
BruLib62455	METTL21A	0	0
BruLib62457	CCNYL1	0	0
BruLib62460	CCNYL1	0	0
BruLib62462	KLHL23	0	0
BruLib62463	KLHL23	0	0
BruLib62465	PPP1R1C	0	0
BruLib62469	SGOL2	0	0
BruLib62475	ALS2CR11	0	0
BruLib62481	CCDC140	0	0
BruLib62483	CCDC140	0	0
BruLib62487	SLC23A3	0	0
BruLib62490	GPBAR1	0	0
BruLib62497	FAM84A	0	0
BruLib62499	FAM84A	0	0
BruLib62500	FAM84A	0	0
BruLib62502	RMDN2	0	0
BruLib62503	RMDN2	0	0
BruLib62504	RMDN2	0	0
BruLib62509	SLC16A14	0	0
BruLib62510	SLC16A14	0	0
BruLib62511	SLC16A14	0	0
BruLib62520	WDSUB1	0	0
BruLib62521	UPP2	0	0
BruLib62522	UPP2	0	0
BruLib62523	UPP2	0	0
BruLib62524	UPP2	0	0
BruLib62526	GPR155	0	0
BruLib62527	GPR155	0	0
BruLib62535	DTX3L	0	0
BruLib62537	FAM19A4	0	0
BruLib62540	FAM19A4	0	0
BruLib62549	PPM1L	0	0
BruLib62554	WDR49	0	0
BruLib62555	WDR49	0	0
BruLib62556	WDR49	0	0
BruLib62557	LRRC34	0	0
BruLib62567	DPPA2	0	0
BruLib62571	CCDC80	0	0
BruLib62580	CCDC12	0	0
BruLib62581	MB21D2	0	0
BruLib62582	MB21D2	0	0
BruLib62585	PPP4R2	0	0
BruLib62591	XXYLT1	0	0
BruLib62594	RNF38	0	0
BruLib62599	GLIPR2	0	0
BruLib62600	GLIPR2	0	0
BruLib62601	ROPN1B	0	0
BruLib62602	ROPN1B	0	0
BruLib62604	ROPN1B	0	0
BruLib62613	ZCWPW2	0	0
BruLib62615	ZCWPW2	0	0
BruLib62617	CMC1	0	0
BruLib62618	CMC1	0	0
BruLib62620	CMC1	0	0
BruLib62623	NEK10	0	0
BruLib62632	CCDC50	0	0
BruLib62633	PYDC2	0	0
BruLib62634	PYDC2	0	0
BruLib62637	SPICE1	0	0
BruLib62638	SPICE1	0	0
BruLib62640	SPICE1	0	0
BruLib62641	CMTM8	0	0
BruLib62643	CMTM8	0	0
BruLib62645	CCDC13	0	0
BruLib62648	CCDC13	0	0
BruLib62649	FGD5	0	0
BruLib62650	FGD5	0	0
BruLib62651	FGD5	0	0
BruLib62654	CNTN4	0	0
BruLib62656	CNTN4	0	0
BruLib62662	C3orf30	0	0
BruLib62668	ZNF827	0	0
BruLib62670	SH3D19	0	0
BruLib62671	SH3D19	0	0
BruLib62678	NIPAL1	0	0
BruLib62679	NIPAL1	0	0
BruLib62680	NIPAL1	0	0
BruLib62681	PAQR3	0	0
BruLib62682	PAQR3	0	0
BruLib62685	SHISA3	0	0
BruLib62686	SHISA3	0	0
BruLib62688	SHISA3	0	0
BruLib62689	SCFD2	0	0
BruLib62690	SCFD2	0	0
BruLib62695	MGAT4D	0	0
BruLib62696	MGAT4D	0	0
BruLib62697	ZNF595	0	0
BruLib62700	ZNF595	0	0
BruLib62701	FAM218A	0	0
BruLib62704	FAM218A	0	0
BruLib62713	C4orf26	0	0
BruLib62720	KLB	0	0
BruLib62725	PPM1K	0	0
BruLib62730	C4orf45	0	0
BruLib62731	C4orf45	0	0
BruLib62735	TRMT44	0	0
BruLib62740	RASGEF1B	0	0
BruLib62743	DAB2IP	0	0
BruLib62746	SLC38A9	0	0
BruLib62747	SLC38A9	0	0
BruLib62751	SLC36A2	0	0
BruLib62752	SLC36A2	0	0
BruLib62753	SPINK13	0	0
BruLib62756	SPINK13	0	0
BruLib62757	CREBRF	0	0
BruLib62758	CREBRF	0	0
BruLib62761	CEP120	0	0
BruLib62762	CEP120	0	0
BruLib62763	CEP120	0	0
BruLib62766	SLC25A48	0	0
BruLib62767	SLC25A48	0	0
BruLib62769	TMEM167A	0	0
BruLib62770	TMEM167A	0	0
BruLib62773	MBLAC2	0	0
BruLib62774	MBLAC2	0	0
BruLib62781	SRFBP1	0	0
BruLib62785	PLEKHG4B	0	0
BruLib62786	PLEKHG4B	0	0
BruLib62787	PLEKHG4B	0	0
BruLib62791	ZMAT2	0	0
BruLib62796	MARVELD2	0	0
BruLib62814	FAM81B	0	0
BruLib62817	TTC23L	0	0
BruLib62818	TTC23L	0	0
BruLib62821	CCDC112	0	0
BruLib62822	CCDC112	0	0
BruLib62824	CCDC112	0	0
BruLib62827	FAM71B	0	0
BruLib62833	SH3RF2	0	0
BruLib62834	SH3RF2	0	0
BruLib62849	SNRNP48	0	0
BruLib62850	SNRNP48	0	0
BruLib62851	SNRNP48	0	0
BruLib62852	SNRNP48	0	0
BruLib62855	CNKSR3	0	0
BruLib62858	RAET1L	0	0
BruLib62860	RAET1L	0	0
BruLib62864	SAMD3	0	0
BruLib62865	SLC2A12	0	0
BruLib62871	MBOAT1	0	0
BruLib62872	MBOAT1	0	0
BruLib62875	HDGFL1	0	0
BruLib62878	PNLDC1	0	0
BruLib62880	PNLDC1	0	0
BruLib62882	RNF217	0	0
BruLib62885	NKAIN2	0	0
BruLib62887	NKAIN2	0	0
BruLib62889	KHDC3L	0	0
BruLib62890	KHDC3L	0	0
BruLib62894	C6orf165	0	0
BruLib62896	C6orf165	0	0
BruLib62897	CCDC167	0	0
BruLib62907	ABCA13	0	0
BruLib62913	CLEC2L	0	0
BruLib62915	CLEC2L	0	0
BruLib62916	CLEC2L	0	0
BruLib62917	C7orf55	0	0
BruLib62918	C7orf55	0	0
BruLib62923	AMOT	0	0
BruLib62924	AMOT	0	0
BruLib62925	VKORC1L1	0	0
BruLib62926	VKORC1L1	0	0
BruLib62927	VKORC1L1	0	0
BruLib62929	AMOTL1	0	0
BruLib62931	AMOTL1	0	0
BruLib62933	IQUB	0	0
BruLib62935	IQUB	0	0
BruLib62939	C7orf77	0	0
BruLib62940	C7orf77	0	0
BruLib62941	KCTD7	0	0
BruLib62949	TMEM213	0	0
BruLib62950	TMEM213	0	0
BruLib62955	GIMAP8	0	0
BruLib62956	GIMAP8	0	0
BruLib62958	CRYGN	0	0
BruLib62960	CRYGN	0	0
BruLib62962	ZNF425	0	0
BruLib62965	ZNF746	0	0
BruLib62966	ZNF746	0	0
BruLib62969	ATP6V0E2	0	0
BruLib62970	ATP6V0E2	0	0
BruLib62979	AMZ1	0	0
BruLib62981	WBSCR27	0	0
BruLib62984	WBSCR27	0	0
BruLib62985	VPS37D	0	0
BruLib62987	VPS37D	0	0
BruLib62988	VPS37D	0	0
BruLib62989	RBM33	0	0
BruLib62995	AGR3	0	0
BruLib62996	AGR3	0	0
BruLib62999	SGK223	0	0
BruLib63001	PEBP4	0	0
BruLib63003	PEBP4	0	0
BruLib63007	TMEM65	0	0
BruLib63008	TMEM65	0	0
BruLib63013	ANKRD46	0	0
BruLib63017	ESCO2	0	0
BruLib63020	ESCO2	0	0
BruLib63022	FBXO16	0	0
BruLib63023	FBXO16	0	0
BruLib63025	FAM84B	0	0
BruLib63026	FAM84B	0	0
BruLib63029	C8orf37	0	0
BruLib63030	C8orf37	0	0
BruLib63035	VPS13B	0	0
BruLib63036	VPS13B	0	0
BruLib63040	TDRP	0	0
BruLib63041	ERICH1	0	0
BruLib63042	ERICH1	0	0
BruLib63048	SLC7A13	0	0
BruLib63049	TMEM74	0	0
BruLib63052	TMEM74	0	0
BruLib63056	FAM91A1	0	0
BruLib63059	C8orf48	0	0
BruLib63061	MCMDC2	0	0
BruLib63062	MCMDC2	0	0
BruLib63063	MCMDC2	0	0
BruLib63064	MCMDC2	0	0
BruLib63068	CLVS1	0	0
BruLib63069	NKX6-3	0	0
BruLib63070	NKX6-3	0	0
BruLib63071	NKX6-3	0	0
BruLib63072	NKX6-3	0	0
BruLib63076	KCNU1	0	0
