id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
AP1S1	2	0.89926	0.89913	0.958454	16188	0	0.52281	0.089408	0.089589	0.915138	1625	1	0.52281
HOXA1	2	0.89926	0.89913	0.958454	16189	0	1.0241	0.038563	0.040182	0.915138	795	1	1.0241
FILIP1	2	0.89926	0.89913	0.958454	16190	0	0.31444	0.19787	0.19774	0.915138	3545	0	0.31444
DIP2B	2	0.89926	0.89913	0.958454	16191	0	0.52281	0.089408	0.089589	0.915138	1635	1	0.52281
SYT10	2	0.89926	0.89913	0.958454	16192	0	0.020264	0.53406	0.53436	0.923281	8821	0	0.020264
DCSTAMP	2	0.89926	0.89913	0.958454	16193	0	0.020264	0.53406	0.53436	0.923281	8826	0	0.020264
PIN1	2	0.89926	0.89913	0.958454	16194	0	0.52281	0.089408	0.089589	0.915138	1549	1	0.52281
SNAPC5	2	0.89926	0.89913	0.958454	16195	0	1.4283	0.022401	0.024836	0.907913	567	1	1.4283
AP5B1	2	0.89926	0.89913	0.958454	16196	0	0.020264	0.53406	0.53436	0.923281	8817	0	0.020264
ZNF384	2	0.89926	0.89913	0.958454	16197	0	0.020264	0.53406	0.53436	0.923281	8800	0	0.020264
TPM3	2	0.89926	0.89913	0.958454	16198	0	0.026343	0.28916	0.28923	0.915138	5240	0	0.026343
AGPAT2	2	0.89926	0.89913	0.958454	16199	0	0.52281	0.089408	0.089589	0.915138	1629	1	0.52281
TMIGD1	2	0.89926	0.89913	0.958454	16200	0	0.31444	0.19787	0.19774	0.915138	3745	0	0.31444
GCLC	2	0.89926	0.89913	0.958454	16201	0	1.4283	0.022401	0.024836	0.907913	570	1	1.4283
KLHDC9	2	0.89926	0.89913	0.958454	16202	0	0.020264	0.53406	0.53436	0.923281	8801	0	0.020264
PIK3C2G	2	0.89926	0.89913	0.958454	16203	0	0.31444	0.19787	0.19774	0.915138	3189	0	0.31444
DHX32	2	0.89926	0.89913	0.958454	16204	0	0.31444	0.19787	0.19774	0.915138	3654	0	0.31444
NVL	2	0.89926	0.89913	0.958454	16205	0	0.68428	0.058154	0.059003	0.915138	1177	1	0.68428
HMGN1	2	0.89926	0.89913	0.958454	16206	0	0.31444	0.19787	0.19774	0.915138	3272	0	0.31444
RADIL	2	0.89926	0.89913	0.958454	16207	0	0.31444	0.19787	0.19774	0.915138	3746	0	0.31444
OR51L1	2	0.89926	0.89913	0.958454	16208	0	0.029129	0.28813	0.28822	0.915138	5232	0	0.029129
EGR2	2	0.89926	0.89913	0.958454	16209	0	0.92758	0.042583	0.044006	0.915138	873	1	0.92758
PRX	2	0.89926	0.89913	0.958454	16210	0	0.31444	0.19787	0.19774	0.915138	3761	0	0.31444
TXLNB	2	0.89926	0.89913	0.958454	16211	0	0.31444	0.19787	0.19774	0.915138	3388	0	0.31444
PHF2	2	0.89926	0.89913	0.958454	16212	0	0.31444	0.19787	0.19774	0.915138	3784	0	0.31444
NRP1	2	0.89926	0.89913	0.958454	16213	0	0.68428	0.058154	0.059003	0.915138	1121	1	0.68428
CCDC8	2	0.89926	0.89913	0.958454	16214	0	0.025329	0.29229	0.2924	0.915138	5253	0	0.025329
FES	2	0.89926	0.89913	0.958454	16215	0	0.023641	0.30889	0.30885	0.915138	5367	0	0.023641
MAG	2	0.89926	0.89913	0.958454	16216	0	0.025329	0.29229	0.2924	0.915138	5251	0	0.025329
ABR	2	0.89926	0.89913	0.958454	16217	0	0.020264	0.53406	0.53436	0.923281	8906	0	0.020264
ZBTB38	2	0.89926	0.89913	0.958454	16218	0	0.31444	0.19787	0.19774	0.915138	3091	0	0.31444
PI4KA	2	0.89926	0.89913	0.958454	16219	0	0.31444	0.19787	0.19774	0.915138	3799	0	0.31444
BEND3	2	0.89926	0.89913	0.958454	16220	0	0.31444	0.19787	0.19774	0.915138	3730	0	0.31444
AFF2	2	0.89926	0.89913	0.958454	16221	0	0.31444	0.19787	0.19774	0.915138	3356	0	0.31444
SMIM13	2	0.89926	0.89913	0.958454	16222	0	1.2541	0.029029	0.031127	0.915138	656	1	1.2541
COPS2	2	0.89926	0.89913	0.958454	16223	0	0.31444	0.19787	0.19774	0.915138	3390	0	0.31444
MGARP	2	0.89926	0.89913	0.958454	16224	0	4.9455	0.002382	0.0047034	0.824605	94	1	4.9455
ATIC	2	0.89926	0.89913	0.958454	16225	0	4.8039	0.0030856	0.0060657	0.857091	121	1	4.8039
CCT8L2	2	0.89926	0.89913	0.958454	16226	0	0.81614	0.047807	0.049001	0.915138	997	1	0.81614
UNC13A	2	0.89926	0.89913	0.958454	16227	0	0.31444	0.19787	0.19774	0.915138	3006	0	0.31444
PIAS3	2	0.89926	0.89913	0.958454	16228	0	1.0241	0.038563	0.040182	0.915138	793	1	1.0241
SH3BGRL2	2	0.89926	0.89913	0.958454	16229	0	0.31444	0.19787	0.19774	0.915138	3213	0	0.31444
SLC23A1	2	0.89926	0.89913	0.958454	16230	0	0.52281	0.089408	0.089589	0.915138	1690	1	0.52281
TDG	2	0.89926	0.89913	0.958454	16231	0	1.317	0.026188	0.028412	0.915138	617	1	1.317
PVRIG	2	0.89926	0.89913	0.958454	16232	0	0.31444	0.19787	0.19774	0.915138	3766	0	0.31444
SIX6	2	0.89926	0.89913	0.958454	16233	0	0.31444	0.19787	0.19774	0.915138	3045	0	0.31444
MTHFD1	2	0.89926	0.89913	0.958454	16234	0	0.52281	0.089408	0.089589	0.915138	1562	1	0.52281
TPR	2	0.89926	0.89913	0.958454	16235	0	0.52281	0.089408	0.089589	0.915138	1656	1	0.52281
MROH7	2	0.89926	0.89913	0.958454	16236	0	0.52281	0.089408	0.089589	0.915138	1717	1	0.52281
STAM	2	0.89926	0.89913	0.958454	16237	0	0.023641	0.30889	0.30885	0.915138	5318	0	0.023641
USP17L27	2	0.89926	0.89913	0.958454	16238	0	0.31444	0.19787	0.19774	0.915138	3561	0	0.31444
SACM1L	2	0.89926	0.89913	0.958454	16239	0	0.31444	0.19787	0.19774	0.915138	3029	0	0.31444
CABYR	2	0.89926	0.89913	0.958454	16240	0	0.31444	0.19787	0.19774	0.915138	3084	0	0.31444
ADAMTSL2	2	0.89926	0.89913	0.958454	16241	0	0.020264	0.53406	0.53436	0.923281	9401	0	0.020264
CIART	2	0.89926	0.89913	0.958454	16242	0	0.52281	0.089408	0.089589	0.915138	1636	1	0.52281
DDX51	2	0.89926	0.89913	0.958454	16243	0	0.31444	0.19787	0.19774	0.915138	3531	0	0.31444
NUP210	2	0.89926	0.89913	0.958454	16244	0	0.31444	0.19787	0.19774	0.915138	3132	0	0.31444
SHMT2	2	0.89926	0.89913	0.958454	16245	0	0.31444	0.19787	0.19774	0.915138	3177	0	0.31444
MFSD6L	2	0.89926	0.89913	0.958454	16246	0	0.31444	0.19787	0.19774	0.915138	3411	0	0.31444
TAF10	2	0.89926	0.89913	0.958454	16247	0	0.31444	0.19787	0.19774	0.915138	3637	0	0.31444
ACTB	2	0.89926	0.89913	0.958454	16248	0	0.52281	0.089408	0.089589	0.915138	1603	1	0.52281
SPO11	2	0.89926	0.89913	0.958454	16249	0	0.52281	0.089408	0.089589	0.915138	1565	1	0.52281
YIPF1	2	0.89926	0.89913	0.958454	16250	0	0.31444	0.19787	0.19774	0.915138	3498	0	0.31444
MMACHC	2	0.89926	0.89913	0.958454	16251	0	0.52281	0.089408	0.089589	0.915138	1697	1	0.52281
ZEB2	2	0.89926	0.89913	0.958454	16252	0	0.31444	0.19787	0.19774	0.915138	3576	0	0.31444
ITLN1	2	0.89926	0.89913	0.958454	16253	0	0.31444	0.19787	0.19774	0.915138	3317	0	0.31444
TCEAL2	2	0.89926	0.89913	0.958454	16254	0	0.52281	0.089408	0.089589	0.915138	1575	1	0.52281
VPS13C	2	0.89926	0.89913	0.958454	16255	0	0.31444	0.19787	0.19774	0.915138	3301	0	0.31444
COL13A1	2	0.89926	0.89913	0.958454	16256	0	0.73328	0.064559	0.065203	0.915138	1253	1	0.73328
TOMM20	2	0.89926	0.89913	0.958454	16257	0	0.31444	0.19787	0.19774	0.915138	3750	0	0.31444
NACAD	2	0.89926	0.89913	0.958454	16258	0	0.81614	0.047807	0.049001	0.915138	983	1	0.81614
HK2	2	0.89926	0.89913	0.958454	16259	0	1.2541	0.029029	0.031127	0.915138	651	1	1.2541
NBR1	2	0.89926	0.89913	0.958454	16260	0	0.31444	0.19787	0.19774	0.915138	3380	0	0.31444
ARMC2	2	0.89926	0.89913	0.958454	16261	0	0.68428	0.058154	0.059003	0.915138	1134	1	0.68428
MYOG	2	0.89926	0.89913	0.958454	16262	0	0.31444	0.19787	0.19774	0.915138	3809	0	0.31444
TFAM	2	0.89926	0.89913	0.958454	16263	0	0.92758	0.042583	0.044006	0.915138	870	1	0.92758
PPP1R3D	2	0.89926	0.89913	0.958454	16264	0	4.8542	0.0029615	0.0058253	0.857091	118	1	4.8542
GPNMB	2	0.89926	0.89913	0.958454	16265	0	0.020264	0.53406	0.53436	0.923281	9028	0	0.020264
FKBP3	2	0.89926	0.89913	0.958454	16266	0	0.92758	0.042583	0.044006	0.915138	876	1	0.92758
PCID2	2	0.89926	0.89913	0.958454	16267	0	0.020264	0.53406	0.53436	0.923281	9049	0	0.020264
IP6K3	2	0.89926	0.89913	0.958454	16268	0	0.63677	0.066222	0.066812	0.915138	1262	1	0.63677
ADGRA3	2	0.89926	0.89913	0.958454	16269	0	0.020264	0.53406	0.53436	0.923281	9077	0	0.020264
TBC1D22B	2	0.89926	0.89913	0.958454	16270	0	0.31444	0.19787	0.19774	0.915138	3448	0	0.31444
NAT8	2	0.89926	0.89913	0.958454	16271	0	0.31444	0.19787	0.19774	0.915138	3300	0	0.31444
VN1R5	2	0.89926	0.89913	0.958454	16272	0	0.23201	0.27823	0.27821	0.915138	3948	0	0.23201
CEP112	2	0.89926	0.89913	0.958454	16273	0	0.020264	0.53406	0.53436	0.923281	9031	0	0.020264
ZNF174	2	0.89926	0.89913	0.958454	16274	0	0.31444	0.19787	0.19774	0.915138	3636	0	0.31444
SIRT3	2	0.89926	0.89913	0.958454	16275	0	0.81614	0.047807	0.049001	0.915138	991	1	0.81614
BDP1	2	0.89926	0.89913	0.958454	16276	0	0.52281	0.089408	0.089589	0.915138	1572	1	0.52281
FEN1	2	0.89926	0.89913	0.958454	16277	0	1.1853	0.031499	0.033484	0.915138	713	1	1.1853
ZNF486	2	0.89926	0.89913	0.958454	16278	0	0.23201	0.27823	0.27821	0.915138	3972	0	0.23201
NIP7	2	0.89926	0.89913	0.958454	16279	0	0.52281	0.089408	0.089589	0.915138	1647	1	0.52281
AGXT	2	0.89926	0.89913	0.958454	16280	0	0.020264	0.53406	0.53436	0.923281	8854	0	0.020264
CCNK	2	0.89926	0.89913	0.958454	16281	0	0.6117	0.1115	0.1114	0.915138	2023	1	0.6117
DMAP1	2	0.89926	0.89913	0.958454	16282	0	0.31444	0.19787	0.19774	0.915138	3589	0	0.31444
CA6	2	0.89926	0.89913	0.958454	16283	0	0.23201	0.27823	0.27821	0.915138	3971	0	0.23201
RRP1	2	0.89926	0.89913	0.958454	16284	0	0.020264	0.53406	0.53436	0.923281	8953	0	0.020264
MAN1A1	2	0.89926	0.89913	0.958454	16285	0	0.020264	0.53406	0.53436	0.923281	8941	0	0.020264
GLTSCR2	2	0.89926	0.89913	0.958454	16286	0	0.020264	0.53406	0.53436	0.923281	8930	0	0.020264
PDE11A	2	0.89926	0.89913	0.958454	16287	0	0.31444	0.19787	0.19774	0.915138	3088	0	0.31444
SUSD4	2	0.89926	0.89913	0.958454	16288	0	0.31444	0.19787	0.19774	0.915138	3526	0	0.31444
SLC5A1	2	0.89926	0.89913	0.958454	16289	0	0.31444	0.19787	0.19774	0.915138	3294	0	0.31444
APOL4	2	0.89926	0.89913	0.958454	16290	0	0.31444	0.19787	0.19774	0.915138	3165	0	0.31444
SPP2	2	0.89926	0.89913	0.958454	16291	0	1.6904	0.021622	0.024054	0.907913	550	1	1.6904
PLSCR1	2	0.89926	0.89913	0.958454	16292	0	0.31444	0.19787	0.19774	0.915138	3546	0	0.31444
NLRP13	2	0.89926	0.89913	0.958454	16293	0	0.31444	0.19787	0.19774	0.915138	3176	0	0.31444
NDUFAF1	2	0.89926	0.89913	0.958454	16294	0	0.31444	0.19787	0.19774	0.915138	3022	0	0.31444
PYDC2	2	0.89926	0.89913	0.958454	16295	0	0.81614	0.047807	0.049001	0.915138	979	1	0.81614
YIPF2	2	0.89926	0.89913	0.958454	16296	0	0.020264	0.53406	0.53436	0.923281	8852	0	0.020264
MS4A1	2	0.89926	0.89913	0.958454	16297	0	0.31444	0.19787	0.19774	0.915138	3128	0	0.31444
SDR9C7	2	0.89926	0.89913	0.958454	16298	0	0.023641	0.30889	0.30885	0.915138	5404	0	0.023641
PC	2	0.89926	0.89913	0.958454	16299	0	0.020264	0.53406	0.53436	0.923281	8859	0	0.020264
AGPS	2	0.89926	0.89913	0.958454	16300	0	0.023641	0.30889	0.30885	0.915138	5394	0	0.023641
RIMKLA	2	0.89926	0.89913	0.958454	16301	0	0.31444	0.19787	0.19774	0.915138	3150	0	0.31444
ANKRD20A2	2	0.89926	0.89913	0.958454	16302	0	0.52281	0.089408	0.089589	0.915138	1613	1	0.52281
CCDC179	2	0.89926	0.89913	0.958454	16303	0	0.020264	0.53406	0.53436	0.923281	9248	0	0.020264
STK39	2	0.89926	0.89913	0.958454	16304	0	0.020264	0.53406	0.53436	0.923281	9247	0	0.020264
TATDN1	2	0.89926	0.89913	0.958454	16305	0	0.52281	0.089408	0.089589	0.915138	1520	1	0.52281
EIF4ENIF1	2	0.89926	0.89913	0.958454	16306	0	0.020264	0.53406	0.53436	0.923281	9206	0	0.020264
CHRNA6	2	0.89926	0.89913	0.958454	16307	0	0.31444	0.19787	0.19774	0.915138	3293	0	0.31444
C4B	2	0.89926	0.89913	0.958454	16308	0	0.020264	0.53406	0.53436	0.923281	9226	0	0.020264
HES5	2	0.89926	0.89913	0.958454	16309	0	0.020264	0.53406	0.53436	0.923281	9215	0	0.020264
UNC45B	2	0.89926	0.89913	0.958454	16310	0	3.1817	0.0081696	0.011352	0.857091	259	1	3.1817
NT5E	2	0.89926	0.89913	0.958454	16311	0	0.023641	0.30889	0.30885	0.915138	5337	0	0.023641
NKAPL	2	0.89926	0.89913	0.958454	16312	0	0.020264	0.53406	0.53436	0.923281	9233	0	0.020264
LAMTOR3	2	0.89926	0.89913	0.958454	16313	0	0.020264	0.53406	0.53436	0.923281	9232	0	0.020264
TOMM20L	2	0.89926	0.89913	0.958454	16314	0	0.020264	0.53406	0.53436	0.923281	9235	0	0.020264
FNTA	2	0.89926	0.89913	0.958454	16315	0	0.020264	0.53406	0.53436	0.923281	9245	0	0.020264
ZNF22	2	0.89926	0.89913	0.958454	16316	0	0.31444	0.19787	0.19774	0.915138	3491	0	0.31444
FCGR1B	2	0.89926	0.89913	0.958454	16317	0	0.020264	0.53406	0.53436	0.923281	9239	0	0.020264
MTIF2	2	0.89926	0.89913	0.958454	16318	0	0.31444	0.19787	0.19774	0.915138	3206	0	0.31444
CWF19L2	2	0.89926	0.89913	0.958454	16319	0	0.31444	0.19787	0.19774	0.915138	3770	0	0.31444
RUNX1T1	2	0.89926	0.89913	0.958454	16320	0	0.020264	0.53406	0.53436	0.923281	9254	0	0.020264
GOLGA8J	2	0.89926	0.89913	0.958454	16321	0	0.31444	0.19787	0.19774	0.915138	3379	0	0.31444
LPAR2	2	0.89926	0.89913	0.958454	16322	0	0.020264	0.53406	0.53436	0.923281	9236	0	0.020264
PSG8	2	0.89926	0.89913	0.958454	16323	0	0.31444	0.19787	0.19774	0.915138	3423	0	0.31444
OR5AS1	2	0.89926	0.89913	0.958454	16324	0	0.025329	0.29229	0.2924	0.915138	5258	0	0.025329
OSBPL2	2	0.89926	0.89913	0.958454	16325	0	0.020264	0.53406	0.53436	0.923281	9288	0	0.020264
ITGB2	2	0.89926	0.89913	0.958454	16326	0	0.52281	0.089408	0.089589	0.915138	1693	1	0.52281
GALNT18	2	0.89926	0.89913	0.958454	16327	0	0.023641	0.30889	0.30885	0.915138	5359	0	0.023641
REC8	2	0.89926	0.89913	0.958454	16328	0	0.31444	0.19787	0.19774	0.915138	3512	0	0.31444
FAM104A	2	0.89926	0.89913	0.958454	16329	0	0.31444	0.19787	0.19774	0.915138	3242	0	0.31444
SPIN2A	2	0.89926	0.89913	0.958454	16330	0	0.75666	0.06486	0.065501	0.915138	1254	1	0.75666
POTEI	2	0.89926	0.89913	0.958454	16331	0	0.023641	0.30889	0.30885	0.915138	5335	0	0.023641
ATF5	2	0.89926	0.89913	0.958454	16332	0	0.020264	0.53406	0.53436	0.923281	9133	0	0.020264
LTC4S	2	0.89926	0.89913	0.958454	16333	0	0.020264	0.53406	0.53436	0.923281	9290	0	0.020264
LMNA	2	0.89926	0.89913	0.958454	16334	0	0.020264	0.53406	0.53436	0.923281	9123	0	0.020264
SEMA3F	2	0.89926	0.89913	0.958454	16335	0	0.31444	0.19787	0.19774	0.915138	3049	0	0.31444
C14orf180	2	0.89926	0.89913	0.958454	16336	0	0.52281	0.089408	0.089589	0.915138	1649	1	0.52281
OR5AC2	2	0.89926	0.89913	0.958454	16337	0	0.023641	0.30889	0.30885	0.915138	5387	0	0.023641
DDX47	2	0.89926	0.89913	0.958454	16338	0	0.31444	0.19787	0.19774	0.915138	3451	0	0.31444
ATP5H	2	0.89926	0.89913	0.958454	16339	0	0.020264	0.53406	0.53436	0.923281	9230	0	0.020264
HDAC9	2	0.89926	0.89913	0.958454	16340	0	0.23201	0.27823	0.27821	0.915138	3977	0	0.23201
YARS	2	0.89926	0.89913	0.958454	16341	0	1.2541	0.029029	0.031127	0.915138	659	1	1.2541
SCGB1C2	2	0.89926	0.89913	0.958454	16342	0	0.31444	0.19787	0.19774	0.915138	3415	0	0.31444
C3AR1	2	0.89926	0.89913	0.958454	16343	0	0.020264	0.53406	0.53436	0.923281	9312	0	0.020264
MEI4	2	0.89926	0.89913	0.958454	16344	0	0.020264	0.53406	0.53436	0.923281	9272	0	0.020264
DZIP3	2	0.89926	0.89913	0.958454	16345	0	0.31444	0.19787	0.19774	0.915138	3236	0	0.31444
GMCL1	2	0.89926	0.89913	0.958454	16346	0	0.020264	0.53406	0.53436	0.923281	9293	0	0.020264
ATP5O	2	0.89926	0.89913	0.958454	16347	0	0.31444	0.19787	0.19774	0.915138	3305	0	0.31444
ARPP21	2	0.89926	0.89913	0.958454	16348	0	0.31444	0.19787	0.19774	0.915138	3767	0	0.31444
NFAT5	2	0.89926	0.89913	0.958454	16349	0	0.31444	0.19787	0.19774	0.915138	3830	0	0.31444
CERS4	2	0.89926	0.89913	0.958454	16350	0	0.31444	0.19787	0.19774	0.915138	3264	0	0.31444
GGA2	2	0.89926	0.89913	0.958454	16351	0	0.31444	0.19787	0.19774	0.915138	3154	0	0.31444
LRRC37A2	2	0.89926	0.89913	0.958454	16352	0	0.31444	0.19787	0.19774	0.915138	3630	0	0.31444
GPAM	2	0.89926	0.89913	0.958454	16353	0	0.020264	0.53406	0.53436	0.923281	8018	0	0.020264
EIF2A	2	0.89926	0.89913	0.958454	16354	0	0.31444	0.19787	0.19774	0.915138	3671	0	0.31444
HAUS6	2	0.89926	0.89913	0.958454	16355	0	0.52281	0.089408	0.089589	0.915138	1591	1	0.52281
FNBP1L	2	0.89926	0.89913	0.958454	16356	0	0.020264	0.53406	0.53436	0.923281	8146	0	0.020264
LIMCH1	2	0.89926	0.89913	0.958454	16357	0	0.31444	0.19787	0.19774	0.915138	3069	0	0.31444
KRTAP8-1	2	0.89926	0.89913	0.958454	16358	0	0.020264	0.53406	0.53436	0.923281	8032	0	0.020264
TIAM1	2	0.89926	0.89913	0.958454	16359	0	0.023641	0.30889	0.30885	0.915138	5329	0	0.023641
DCTN1	2	0.89926	0.89913	0.958454	16360	0	0.020264	0.53406	0.53436	0.923281	8082	0	0.020264
YIF1A	2	0.89926	0.89913	0.958454	16361	0	1.8582	0.015545	0.018285	0.901958	433	1	1.8582
ERVMER34-1	2	0.89926	0.89913	0.958454	16362	0	0.68428	0.058154	0.059003	0.915138	1161	1	0.68428
LAMB4	2	0.89926	0.89913	0.958454	16363	0	0.31444	0.19787	0.19774	0.915138	3252	0	0.31444
UBE2D3	2	0.89926	0.89913	0.958454	16364	0	1.6488	0.017025	0.019639	0.901958	453	1	1.6488
EBF3	2	0.89926	0.89913	0.958454	16365	0	0.020264	0.53406	0.53436	0.923281	8064	0	0.020264
ZBTB33	2	0.89926	0.89913	0.958454	16366	0	0.23201	0.27823	0.27821	0.915138	3937	0	0.23201
ADAM32	2	0.89926	0.89913	0.958454	16367	0	0.31444	0.19787	0.19774	0.915138	3795	0	0.31444
PLG	2	0.89926	0.89913	0.958454	16368	0	0.39348	0.11877	0.11868	0.915138	2146	0	0.39348
C17orf107	2	0.89926	0.89913	0.958454	16369	0	0.31444	0.19787	0.19774	0.915138	3355	0	0.31444
FUT7	2	0.89926	0.89913	0.958454	16370	0	0.020264	0.53406	0.53436	0.923281	8074	0	0.020264
REPIN1	2	0.89926	0.89913	0.958454	16371	0	0.31444	0.19787	0.19774	0.915138	3700	0	0.31444
YES1	2	0.89926	0.89913	0.958454	16372	0	0.020264	0.53406	0.53436	0.923281	8071	0	0.020264
ABCA10	2	0.89926	0.89913	0.958454	16373	0	0.31444	0.19787	0.19774	0.915138	3227	0	0.31444
INCENP	2	0.89926	0.89913	0.958454	16374	0	0.020264	0.53406	0.53436	0.923281	7978	0	0.020264
FOLR1	2	0.89926	0.89913	0.958454	16375	0	0.020264	0.53406	0.53436	0.923281	7976	0	0.020264
INO80B	2	0.89926	0.89913	0.958454	16376	0	0.31444	0.19787	0.19774	0.915138	3326	0	0.31444
PMP22	2	0.89926	0.89913	0.958454	16377	0	0.020264	0.53406	0.53436	0.923281	7982	0	0.020264
PTCHD2	2	0.89926	0.89913	0.958454	16378	0	0.31444	0.19787	0.19774	0.915138	3780	0	0.31444
BCKDK	2	0.89926	0.89913	0.958454	16379	0	0.020264	0.53406	0.53436	0.923281	9243	0	0.020264
NDUFB6	2	0.89926	0.89913	0.958454	16380	0	0.31444	0.19787	0.19774	0.915138	3377	0	0.31444
SLC25A48	2	0.89926	0.89913	0.958454	16381	0	0.52281	0.089408	0.089589	0.915138	1729	1	0.52281
PIGA	2	0.89926	0.89913	0.958454	16382	0	0.020264	0.53406	0.53436	0.923281	8007	0	0.020264
ZNF516	2	0.89926	0.89913	0.958454	16383	0	0.020264	0.53406	0.53436	0.923281	8001	0	0.020264
CLIP3	2	0.89926	0.89913	0.958454	16384	0	0.020264	0.53406	0.53436	0.923281	7965	0	0.020264
ZBTB20	2	0.89926	0.89913	0.958454	16385	0	0.023641	0.30889	0.30885	0.915138	5319	0	0.023641
ABHD5	2	0.89926	0.89913	0.958454	16386	0	4.7609	0.0031684	0.0062206	0.857091	123	1	4.7609
FRS2	2	0.89926	0.89913	0.958454	16387	0	0.020264	0.53406	0.53436	0.923281	7964	0	0.020264
SRM	2	0.89926	0.89913	0.958454	16388	0	0.31444	0.19787	0.19774	0.915138	3716	0	0.31444
BOLA2	2	0.89926	0.89913	0.958454	16389	0	0.020264	0.53406	0.53436	0.923281	8138	0	0.020264
CDT1	2	0.89926	0.89913	0.958454	16390	0	0.52281	0.089408	0.089589	0.915138	1516	1	0.52281
ZNF341	2	0.89926	0.89913	0.958454	16391	0	0.020264	0.53406	0.53436	0.923281	7974	0	0.020264
GCN1L1	2	0.89926	0.89913	0.958454	16392	0	0.31444	0.19787	0.19774	0.915138	3436	0	0.31444
SPATA31D1	2	0.89926	0.89913	0.958454	16393	0	0.39348	0.11877	0.11868	0.915138	2141	0	0.39348
OR56A4	2	0.89926	0.89913	0.958454	16394	0	1.3748	0.023815	0.026192	0.915138	588	1	1.3748
UBL4A	2	0.89926	0.89913	0.958454	16395	0	0.31444	0.19787	0.19774	0.915138	3668	0	0.31444
FBXO11	2	0.89926	0.89913	0.958454	16396	0	0.31444	0.19787	0.19774	0.915138	3777	0	0.31444
PUM2	2	0.89926	0.89913	0.958454	16397	0	0.31444	0.19787	0.19774	0.915138	3434	0	0.31444
CCNL2	2	0.89926	0.89913	0.958454	16398	0	0.68428	0.058154	0.059003	0.915138	1184	1	0.68428
CENPM	2	0.89926	0.89913	0.958454	16399	0	0.023641	0.30889	0.30885	0.915138	5378	0	0.023641
FGF12	2	0.89926	0.89913	0.958454	16400	0	0.31444	0.19787	0.19774	0.915138	3674	0	0.31444
TMEM116	2	0.89926	0.89913	0.958454	16401	0	0.020264	0.53406	0.53436	0.923281	9528	0	0.020264
PDE7B	2	0.89926	0.89913	0.958454	16402	0	0.020264	0.53406	0.53436	0.923281	9523	0	0.020264
ALDOC	2	0.89926	0.89913	0.958454	16403	0	0.23201	0.27823	0.27821	0.915138	3962	0	0.23201
INPP5A	2	0.89926	0.89913	0.958454	16404	0	0.020264	0.53406	0.53436	0.923281	9354	0	0.020264
BMPR2	2	0.89926	0.89913	0.958454	16405	0	0.1582	0.28657	0.28664	0.915138	5227	0	0.1582
NFKBIZ	2	0.89926	0.89913	0.958454	16406	0	0.020264	0.53406	0.53436	0.923281	9525	0	0.020264
LMBRD2	2	0.89926	0.89913	0.958454	16407	0	0.023641	0.30889	0.30885	0.915138	5401	0	0.023641
DGUOK	2	0.89926	0.89913	0.958454	16408	0	0.020264	0.53406	0.53436	0.923281	9365	0	0.020264
FAM50A	2	0.89926	0.89913	0.958454	16409	0	0.52281	0.089408	0.089589	0.915138	1522	1	0.52281
TMEM33	2	0.89926	0.89913	0.958454	16410	0	0.31444	0.19787	0.19774	0.915138	3722	0	0.31444
C3orf70	2	0.89926	0.89913	0.958454	16411	0	0.020264	0.53406	0.53436	0.923281	9531	0	0.020264
RRS1	2	0.89926	0.89913	0.958454	16412	0	0.52281	0.089408	0.089589	0.915138	1578	1	0.52281
EXD1	2	0.89926	0.89913	0.958454	16413	0	0.31444	0.19787	0.19774	0.915138	3496	0	0.31444
OR51F2	2	0.89926	0.89913	0.958454	16414	0	4.4242	0.0046577	0.0080759	0.857091	160	1	4.4242
NUP88	2	0.89926	0.89913	0.958454	16415	0	0.020264	0.53406	0.53436	0.923281	9535	0	0.020264
PLXND1	2	0.89926	0.89913	0.958454	16416	0	1.1092	0.034983	0.03678	0.915138	754	1	1.1092
ATP5E	2	0.89926	0.89913	0.958454	16417	0	0.68428	0.058154	0.059003	0.915138	1130	1	0.68428
NCBP2	2	0.89926	0.89913	0.958454	16418	0	0.020264	0.53406	0.53436	0.923281	9530	0	0.020264
TMEM133	2	0.89926	0.89913	0.958454	16419	0	0.31444	0.19787	0.19774	0.915138	3230	0	0.31444
RBM44	2	0.89926	0.89913	0.958454	16420	0	0.31444	0.19787	0.19774	0.915138	3426	0	0.31444
CCDC115	2	0.89926	0.89913	0.958454	16421	0	0.31444	0.19787	0.19774	0.915138	3349	0	0.31444
LCN8	2	0.89926	0.89913	0.958454	16422	0	1.9287	0.013714	0.016599	0.901958	409	1	1.9287
TBX10	2	0.89926	0.89913	0.958454	16423	0	0.31444	0.19787	0.19774	0.915138	3442	0	0.31444
KRT12	2	0.89926	0.89913	0.958454	16424	0	0.020264	0.53406	0.53436	0.923281	9383	0	0.020264
TTC23	2	0.89926	0.89913	0.958454	16425	0	0.020264	0.53406	0.53436	0.923281	9424	0	0.020264
ESCO2	2	0.89926	0.89913	0.958454	16426	0	1.4781	0.020761	0.02322	0.907913	531	1	1.4781
SMIM24	2	0.89926	0.89913	0.958454	16427	0	0.52281	0.089408	0.089589	0.915138	1563	1	0.52281
